units_sold,badges_count,shipping_option_price,inventory_total,has_urgency_banner,merchant_info_subtitle,product_id,uses_ad_boosts
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(568 notes)',5e9ae51d43d6a96e303acdb0,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (1,998 notes)',5dbcfa073bab3307315950fc,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(612 notes)',5ea28758278192466d0427dc,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (4,943 notes)',5ea16697e791c05f2a5d0c6a,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(1,279 notes)',5ec39565bb9e684ea7371e7c,0
'\'(6.907155-6.910279]\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(32,715 notes)',5e9699a819be191f54278a18,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (47,356 notes)',5c3c4a7f97fd8d386bae82f2,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(4.968891-inf)\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84\% Positive Feedback (399 ratings)',5ed703113547ebad907edbc0,1
'\'(2.29756-2.456275]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','90 \% avis positifs (6,357 notes)',5b7d0e51b79c8414c3ef8548,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(0.999647-inf)\'','92 \% avis positifs (78,616 notes)',5919b96486a1694f4fbcfa12,0
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','90 \% avis positifs (320,031 notes)',572981a997dc5f5d3c5f0651,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (73,701 notes)',59115cdde048527c7195b49f,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86 \% avis positifs (2,044 notes)',5d69df6c8b2a8b61e7b3eb0c,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (9,325 notes)',5c3befd857ceb9569c5dbb8d,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86 \% avis positifs (40,245 notes)',5ad96a001c6def05447630a0,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (5,264 notes)',5cb48928caedb76788c56141,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(6,187 notes)',5d04e3db2ec1245228829a64,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(263 notes)',5e7d7a3e796e353360f42fc7,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(5,175 notes)',5ce253c2bffaf674088e8ff3,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','83 \% avis positifs (247 notes)',5e9915ef9fae4f26f32f15df,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','73 \% avis positifs (211 notes)',5ecb7f7dc76c3c99918909f0,0
'\'(8.514816-8.519045]\'','\'(0.992962-1.014053]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (24,564 notes)',5c6ccaed29eb172d628bb404,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','82 \% avis positifs (738 notes)',5e609362ecbd0cb7bd4314da,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (90,105 notes)',5840d0503d6ce66bf4ff84e0,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','94 \% avis positifs (1,370 notes)',5959ed562c2ebe2e03d228f5,0
'\'(8.514816-8.519045]\'','\'(0.992962-1.014053]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (13,884 notes)',5c41a80f3db9c507d63e3e52,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (12,309 notes)',5cc7b4c98b94871ee33b33b6,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (32,168 notes)',5cbdc84c85bdb02f695eae8c,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (779 notes)',5d66eb53d2bde654e2b948de,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (2,283 notes)',5ec62572edb716031c1256f3,0
'\'(6.907155-6.910279]\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(794 notes)',5cb1abbb53de5b5d80d22e2e,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (51,369 notes)',56f0dab6277db57b2a18e14e,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(14,502 notes)',5a6ac97e5983516f0f0dbf85,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(4.968891-inf)\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (514 notes)',5ea0f2a654446407c111b622,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (11,680 notes)',5ccea5c767c5606e6f8022b1,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','75 \% avis positifs (265 notes)',5e60eee21ed938ec8c3da0af,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83\% Positive Feedback (17,752 ratings)',5d58daef3159a812b05933d2,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88\% Feedback positivo (151,914 classificações)',5da04c1f5949a226113006f1,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','81 \% avis positifs (12,134 notes)',5b4ed29514f0765a8a844592,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(4,080 notes)',5e8f0165e815903d022a3c7c,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (1,926 notes)',5d1060d39ed281190dfcec91,1
'\'(9.899354-inf)\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (16,803 notes)',5c91a7ae7cfe8e4e64c36d97,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (5,316 notes)',5d5fadc99febd9356cbc52ee,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(4,435 notes)',5eccd22b4497b86fd48f16b4,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (210 notes)',5e74be96034d613d42b52dfe,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','77 \% avis positifs (31 notes)',5eda07ab0e295c2097c36590,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (7,023 notes)',5e857321f53c3d2d8f25e7ed,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','83 \% avis positifs (17,752 notes)',5af406469be1de3b00f73128,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','83 \% avis positifs (17,752 notes)',5af406469be1de3b00f73128,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(23,832 notes)',5cedf17ad1d44c52c59e4aca,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(23,832 notes)',5cedf17ad1d44c52c59e4aca,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (14,482 notes)',5ebf5819ebac372b070b0e70,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (14,482 notes)',5ebf5819ebac372b070b0e70,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','68 \% avis positifs (359 notes)',5ea914e163d59930cccc879c,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','68 \% avis positifs (359 notes)',5ea914e163d59930cccc879c,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (3,515 notes)',5ec49d527d7044ccfa3f1c04,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','84 \% avis positifs (3,515 notes)',5ec49d527d7044ccfa3f1c04,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','82 \% avis positifs (519 notes)',5e6f1aa7c182c5b14b486f9d,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','82 \% avis positifs (519 notes)',5e6f1aa7c182c5b14b486f9d,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (55,499 notes)',5ca084765e18c31890903f2a,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (55,499 notes)',5ca084765e18c31890903f2a,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','84 \% avis positifs (139,223 notes)',5ec5fba4a6e08e12f03e460e,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(0.999647-inf)\'','84 \% avis positifs (139,223 notes)',5ec5fba4a6e08e12f03e460e,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(96,838 notes)',5d15731024c17f6b8b9bd97a,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(96,838 notes)',5d15731024c17f6b8b9bd97a,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (18,138 notes)',5e5e09065b03ef0b420f333f,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (18,138 notes)',5e5e09065b03ef0b420f333f,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86\% Feedback pozitiv (45,151 rating)',5ec3740fa7ed5d2fbc7460a5,1
'\'(6.907155-6.910279]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','86\% Feedback pozitiv (45,151 rating)',5ec3740fa7ed5d2fbc7460a5,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (47,981 notes)',5eb4dcebdaa4b90940076979,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (47,981 notes)',5eb4dcebdaa4b90940076979,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (80,093 notes)',5c80e8a150c63d28c67b8f14,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (80,093 notes)',5c80e8a150c63d28c67b8f14,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (16,487 notes)',5c90908b8625751a972408f1,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (16,487 notes)',5c90908b8625751a972408f1,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(231 notes)',5eb4ee2c48db4b0f42240401,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(231 notes)',5eb4ee2c48db4b0f42240401,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (27,175 notes)',5eb63e65f98a3634f4d430b3,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (27,175 notes)',5eb63e65f98a3634f4d430b3,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (8,191 notes)',5ee717cbcb636e7b8b597fc3,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (8,191 notes)',5ee717cbcb636e7b8b597fc3,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (703 notes)',5ebb9faea86f7a4d86e2f6fb,1
'\'(6.907155-6.910279]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (703 notes)',5ebb9faea86f7a4d86e2f6fb,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (16,013 notes)',5ceb62be9795ee4693f2cd00,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (16,013 notes)',5ceb62be9795ee4693f2cd00,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','93 \% avis positifs (13,625 notes)',5d29bc2e05b01018762aaea8,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','93 \% avis positifs (13,625 notes)',5d29bc2e05b01018762aaea8,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','100 \% avis positifs (6 notes)',5f03643cc00703c46d6745f0,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','100 \% avis positifs (6 notes)',5f03643cc00703c46d6745f0,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (14,482 notes)',5ebf5819ebac372b070b0e70,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (14,482 notes)',5ebf5819ebac372b070b0e70,1
'\'(6.907155-6.910279]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(6,187 notes)',5d04e3db2ec1245228829a64,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(6,187 notes)',5d04e3db2ec1245228829a64,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(66,644 notes)',5edf07e70b313014b48a7450,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(66,644 notes)',5edf07e70b313014b48a7450,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(21,012 notes)',5d29bc2ed35393550e31d6f3,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(21,012 notes)',5d29bc2ed35393550e31d6f3,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (50,864 notes)',5eb4dcebdaa4b90940076979,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (50,864 notes)',5eb4dcebdaa4b90940076979,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (55,670 notes)',5d78933775c1735981cf4c25,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (55,670 notes)',5d78933775c1735981cf4c25,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (246,312 notes)',5d5d038d99df1e17cc9313cf,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (246,312 notes)',5d5d038d99df1e17cc9313cf,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (8,197 notes)',5ee717cbcb636e7b8b597fc3,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (8,197 notes)',5ee717cbcb636e7b8b597fc3,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (130,598 notes)',5e683f1cee70ce1cf4a91d2a,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (130,598 notes)',5e683f1cee70ce1cf4a91d2a,1
'\'(2.456275-4.618199]\'','\'(0.002146-0.992962]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(8,996 notes)',5ec773b5967eb036b2c2e668,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(8,996 notes)',5ec773b5967eb036b2c2e668,1
'\'(9.899354-inf)\'','\'(0.002146-0.992962]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (130,598 notes)',5e683f1cee70ce1cf4a91d2a,1
'\'(9.899354-inf)\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (130,598 notes)',5e683f1cee70ce1cf4a91d2a,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (4,178 notes)',5cc67417a01bbd6b6c066df2,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (4,178 notes)',5cc67417a01bbd6b6c066df2,1
'\'(9.211215-9.899354]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90\% opinii pozytywnych (liczba ocen: 6,555)',5c061cf358603c4b35a19363,1
'\'(9.211215-9.899354]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90\% opinii pozytywnych (liczba ocen: 6,555)',5c061cf358603c4b35a19363,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (12,974 notes)',5cf5e44b3c8b9e101a5db52c,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (12,974 notes)',5cf5e44b3c8b9e101a5db52c,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (246,312 notes)',5d5d038d99df1e17cc9313cf,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (246,312 notes)',5d5d038d99df1e17cc9313cf,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','83 \% avis positifs (32,168 notes)',5ebe0ead593b960eb1c82d0b,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (32,168 notes)',5ebe0ead593b960eb1c82d0b,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (7,076 notes)',5e958754a9136f26ddb12929,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.999647-inf)\'','84 \% avis positifs (7,076 notes)',5e958754a9136f26ddb12929,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (54 notes)',5eb8b430e015797901090ac0,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (54 notes)',5eb8b430e015797901090ac0,1
'\'(4.618199-6.907155]\'','\'(1.014053-inf)\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (9,470 notes)',5e9d55038d475a01721c1c7f,1
